Mev_period0,Mev_period1,Mev_period2,Mev_period3,gas_fees_period0,gas_fees_period1,gas_fees_period2,gas_fees_period3,price_volitility_period0,price_volitility_period1,price_volitility_period2,price_volitility_period3
0.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,3.116064540071834532e-01,9.109656441176622321e-01,1.548880789697015814e-02,2.979854216929501698e-01,1.476594370401823619e-01,2.276571804402497401e-01,7.312930745132070198e-01,8.865332066781642650e-01
2.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,9.109656441176622321e-01,1.548880789697015814e-02,2.979854216929501698e-01,2.649215066084411596e-01,2.276571804402497401e-01,7.312930745132070198e-01,8.865332066781642650e-01,7.493961194365289513e-01
3.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.548880789697015814e-02,2.979854216929501698e-01,2.649215066084411596e-01,1.816609177954499055e-01,7.312930745132070198e-01,8.865332066781642650e-01,7.493961194365289513e-01,1.390655767398291109e-01
3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,2.979854216929501698e-01,2.649215066084411596e-01,1.816609177954499055e-01,7.714679248550100343e-01,8.865332066781642650e-01,7.493961194365289513e-01,1.390655767398291109e-01,5.965923327094028172e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,2.649215066084411596e-01,1.816609177954499055e-01,7.714679248550100343e-01,6.516119990374192872e-01,7.493961194365289513e-01,1.390655767398291109e-01,5.965923327094028172e-01,6.616321744778752567e-02
0.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,1.816609177954499055e-01,7.714679248550100343e-01,6.516119990374192872e-01,2.108680885675419114e-01,1.390655767398291109e-01,5.965923327094028172e-01,6.616321744778752567e-02,4.137827278369343720e-02
2.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,7.714679248550100343e-01,6.516119990374192872e-01,2.108680885675419114e-01,7.541381927634108751e-01,5.965923327094028172e-01,6.616321744778752567e-02,4.137827278369343720e-02,6.575452618013005734e-01
3.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.516119990374192872e-01,2.108680885675419114e-01,7.541381927634108751e-01,9.712171358798955545e-01,6.616321744778752567e-02,4.137827278369343720e-02,6.575452618013005734e-01,1.233283359883885488e-02
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.108680885675419114e-01,7.541381927634108751e-01,9.712171358798955545e-01,6.096697266375936675e-01,4.137827278369343720e-02,6.575452618013005734e-01,1.233283359883885488e-02,1.286536166597457287e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,7.541381927634108751e-01,9.712171358798955545e-01,6.096697266375936675e-01,3.474548476979285594e-01,6.575452618013005734e-01,1.233283359883885488e-02,1.286536166597457287e-01,7.277879676497488459e-01
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.712171358798955545e-01,6.096697266375936675e-01,3.474548476979285594e-01,6.497213446999579034e-01,1.233283359883885488e-02,1.286536166597457287e-01,7.277879676497488459e-01,8.521022108588417465e-01
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.096697266375936675e-01,3.474548476979285594e-01,6.497213446999579034e-01,8.796919968627445741e-01,1.286536166597457287e-01,7.277879676497488459e-01,8.521022108588417465e-01,8.491422423702751354e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.474548476979285594e-01,6.497213446999579034e-01,8.796919968627445741e-01,9.441571075983821171e-01,7.277879676497488459e-01,8.521022108588417465e-01,8.491422423702751354e-01,3.363458854663704534e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,6.497213446999579034e-01,8.796919968627445741e-01,9.441571075983821171e-01,8.482944635483814499e-01,8.521022108588417465e-01,8.491422423702751354e-01,3.363458854663704534e-01,3.739209816196475966e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,8.796919968627445741e-01,9.441571075983821171e-01,8.482944635483814499e-01,5.438913364733970468e-01,8.491422423702751354e-01,3.363458854663704534e-01,3.739209816196475966e-01,8.170160696653070431e-01
0.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,9.441571075983821171e-01,8.482944635483814499e-01,5.438913364733970468e-01,2.370713531957879816e-02,3.363458854663704534e-01,3.739209816196475966e-01,8.170160696653070431e-01,8.987200869392619751e-01
2.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,8.482944635483814499e-01,5.438913364733970468e-01,2.370713531957879816e-02,1.569896121775675724e-01,3.739209816196475966e-01,8.170160696653070431e-01,8.987200869392619751e-01,3.570567586821693506e-01
3.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.438913364733970468e-01,2.370713531957879816e-02,1.569896121775675724e-01,9.579785517313214038e-01,8.170160696653070431e-01,8.987200869392619751e-01,3.570567586821693506e-01,1.246226989483349978e-01
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,2.370713531957879816e-02,1.569896121775675724e-01,9.579785517313214038e-01,7.826850595440525415e-01,8.987200869392619751e-01,3.570567586821693506e-01,1.246226989483349978e-01,9.873167506183150310e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,1.569896121775675724e-01,9.579785517313214038e-01,7.826850595440525415e-01,7.369301371232462872e-01,3.570567586821693506e-01,1.246226989483349978e-01,9.873167506183150310e-01,4.843360586823887148e-01
0.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.579785517313214038e-01,7.826850595440525415e-01,7.369301371232462872e-01,2.812917695704598708e-01,1.246226989483349978e-01,9.873167506183150310e-01,4.843360586823887148e-01,7.515518123350647395e-01
3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.826850595440525415e-01,7.369301371232462872e-01,2.812917695704598708e-01,9.091388126263126868e-01,9.873167506183150310e-01,4.843360586823887148e-01,7.515518123350647395e-01,6.724241022633821174e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,7.369301371232462872e-01,2.812917695704598708e-01,9.091388126263126868e-01,5.116056870384160238e-01,4.843360586823887148e-01,7.515518123350647395e-01,6.724241022633821174e-01,7.854062450951859731e-01
1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.812917695704598708e-01,9.091388126263126868e-01,5.116056870384160238e-01,4.988489396056894343e-02,7.515518123350647395e-01,6.724241022633821174e-01,7.854062450951859731e-01,5.180903291839563662e-01
1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,9.091388126263126868e-01,5.116056870384160238e-01,4.988489396056894343e-02,4.492639705524807958e-01,6.724241022633821174e-01,7.854062450951859731e-01,5.180903291839563662e-01,3.266699741177747640e-02
2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,5.116056870384160238e-01,4.988489396056894343e-02,4.492639705524807958e-01,7.284142302398391999e-01,7.854062450951859731e-01,5.180903291839563662e-01,3.266699741177747640e-02,4.743437910350235542e-01
2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,4.988489396056894343e-02,4.492639705524807958e-01,7.284142302398391999e-01,5.799412844647999776e-01,5.180903291839563662e-01,3.266699741177747640e-02,4.743437910350235542e-01,7.863391098473726526e-01
1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,4.492639705524807958e-01,7.284142302398391999e-01,5.799412844647999776e-01,4.813344044377044773e-01,3.266699741177747640e-02,4.743437910350235542e-01,7.863391098473726526e-01,9.678233443061761143e-01
2.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,7.284142302398391999e-01,5.799412844647999776e-01,4.813344044377044773e-01,5.600805992230832864e-01,4.743437910350235542e-01,7.863391098473726526e-01,9.678233443061761143e-01,4.142422781352075312e-01
1.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,5.799412844647999776e-01,4.813344044377044773e-01,5.600805992230832864e-01,4.253466903814836497e-01,7.863391098473726526e-01,9.678233443061761143e-01,4.142422781352075312e-01,6.573206653704597446e-01
3.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,4.813344044377044773e-01,5.600805992230832864e-01,4.253466903814836497e-01,1.704935842519941236e-01,9.678233443061761143e-01,4.142422781352075312e-01,6.573206653704597446e-01,7.029126402872571955e-01
0.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,5.600805992230832864e-01,4.253466903814836497e-01,1.704935842519941236e-01,4.259380897620977935e-01,4.142422781352075312e-01,6.573206653704597446e-01,7.029126402872571955e-01,7.448438719977112932e-02
3.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,4.253466903814836497e-01,1.704935842519941236e-01,4.259380897620977935e-01,7.032850329090898356e-01,6.573206653704597446e-01,7.029126402872571955e-01,7.448438719977112932e-02,7.023982878704253530e-01
1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.704935842519941236e-01,4.259380897620977935e-01,7.032850329090898356e-01,4.102859308960238316e-01,7.029126402872571955e-01,7.448438719977112932e-02,7.023982878704253530e-01,7.355438383803636349e-01
2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.259380897620977935e-01,7.032850329090898356e-01,4.102859308960238316e-01,7.484636097025547663e-01,7.448438719977112932e-02,7.023982878704253530e-01,7.355438383803636349e-01,9.687884812338446450e-01
2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,7.032850329090898356e-01,4.102859308960238316e-01,7.484636097025547663e-01,2.275009801623506522e-02,7.023982878704253530e-01,7.355438383803636349e-01,9.687884812338446450e-01,9.207416660994017787e-01
1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,4.102859308960238316e-01,7.484636097025547663e-01,2.275009801623506522e-02,1.084700273584292551e-01,7.355438383803636349e-01,9.687884812338446450e-01,9.207416660994017787e-01,2.532848159325844506e-01
1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,7.484636097025547663e-01,2.275009801623506522e-02,1.084700273584292551e-01,8.667695263192050081e-01,9.687884812338446450e-01,9.207416660994017787e-01,2.532848159325844506e-01,1.838380462583633079e-01
2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.275009801623506522e-02,1.084700273584292551e-01,8.667695263192050081e-01,7.178419899689270078e-01,9.207416660994017787e-01,2.532848159325844506e-01,1.838380462583633079e-01,3.768855358631385544e-01
2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,1.084700273584292551e-01,8.667695263192050081e-01,7.178419899689270078e-01,7.339379429649739439e-02,2.532848159325844506e-01,1.838380462583633079e-01,3.768855358631385544e-01,4.395304193463714926e-01
1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,8.667695263192050081e-01,7.178419899689270078e-01,7.339379429649739439e-02,3.332188382695542295e-01,1.838380462583633079e-01,3.768855358631385544e-01,4.395304193463714926e-01,5.158038525204653446e-01
2.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,7.178419899689270078e-01,7.339379429649739439e-02,3.332188382695542295e-01,8.019690906000049857e-01,3.768855358631385544e-01,4.395304193463714926e-01,5.158038525204653446e-01,8.796762595256925055e-01
3.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,7.339379429649739439e-02,3.332188382695542295e-01,8.019690906000049857e-01,5.508379684878448312e-01,4.395304193463714926e-01,5.158038525204653446e-01,8.796762595256925055e-01,1.163028391819155294e-01
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.332188382695542295e-01,8.019690906000049857e-01,5.508379684878448312e-01,8.959136481477528724e-01,5.158038525204653446e-01,8.796762595256925055e-01,1.163028391819155294e-01,7.083722864085133519e-01
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.019690906000049857e-01,5.508379684878448312e-01,8.959136481477528724e-01,2.524604179090257361e-01,8.796762595256925055e-01,1.163028391819155294e-01,7.083722864085133519e-01,4.821662329721998486e-02
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,5.508379684878448312e-01,8.959136481477528724e-01,2.524604179090257361e-01,9.957792867178310026e-01,1.163028391819155294e-01,7.083722864085133519e-01,4.821662329721998486e-02,8.103021503359506550e-01
1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,8.959136481477528724e-01,2.524604179090257361e-01,9.957792867178310026e-01,9.643324738598531010e-01,7.083722864085133519e-01,4.821662329721998486e-02,8.103021503359506550e-01,4.067322464029184959e-01
1.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,2.524604179090257361e-01,9.957792867178310026e-01,9.643324738598531010e-01,7.633714468290812016e-01,4.821662329721998486e-02,8.103021503359506550e-01,4.067322464029184959e-01,7.911634859273001252e-01
3.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,9.957792867178310026e-01,9.643324738598531010e-01,7.633714468290812016e-01,2.368830526742522480e-01,8.103021503359506550e-01,4.067322464029184959e-01,7.911634859273001252e-01,2.133489758118458646e-01
3.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,9.643324738598531010e-01,7.633714468290812016e-01,2.368830526742522480e-01,6.654408512228349171e-01,4.067322464029184959e-01,7.911634859273001252e-01,2.133489758118458646e-01,1.097362265433406980e-01
1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,7.633714468290812016e-01,2.368830526742522480e-01,6.654408512228349171e-01,6.328016131713478654e-01,7.911634859273001252e-01,2.133489758118458646e-01,1.097362265433406980e-01,5.662175172850700822e-01
3.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,2.368830526742522480e-01,6.654408512228349171e-01,6.328016131713478654e-01,3.682012984708782355e-02,2.133489758118458646e-01,1.097362265433406980e-01,5.662175172850700822e-01,6.194494956417934128e-01
1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,6.654408512228349171e-01,6.328016131713478654e-01,3.682012984708782355e-02,2.180514075177297784e-01,1.097362265433406980e-01,5.662175172850700822e-01,6.194494956417934128e-01,2.262757320683596030e-01
2.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,6.328016131713478654e-01,3.682012984708782355e-02,2.180514075177297784e-01,8.589798112174830136e-01,5.662175172850700822e-01,6.194494956417934128e-01,2.262757320683596030e-01,9.398662435240023871e-02
3.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,3.682012984708782355e-02,2.180514075177297784e-01,8.589798112174830136e-01,8.247147264340179973e-01,6.194494956417934128e-01,2.262757320683596030e-01,9.398662435240023871e-02,9.641663827354741700e-01
0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.180514075177297784e-01,8.589798112174830136e-01,8.247147264340179973e-01,9.545054828427135263e-01,2.262757320683596030e-01,9.398662435240023871e-02,9.641663827354741700e-01,8.744457617767960045e-01
2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,8.589798112174830136e-01,8.247147264340179973e-01,9.545054828427135263e-01,6.189738127188973982e-01,9.398662435240023871e-02,9.641663827354741700e-01,8.744457617767960045e-01,6.582050027942987214e-02
1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,8.247147264340179973e-01,9.545054828427135263e-01,6.189738127188973982e-01,3.091036517663560135e-01,9.641663827354741700e-01,8.744457617767960045e-01,6.582050027942987214e-02,2.575576180465422027e-01
1.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,9.545054828427135263e-01,6.189738127188973982e-01,3.091036517663560135e-01,8.690953562579483149e-01,8.744457617767960045e-01,6.582050027942987214e-02,2.575576180465422027e-01,6.662512744182130797e-01
3.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,6.189738127188973982e-01,3.091036517663560135e-01,8.690953562579483149e-01,3.990360163782524783e-01,6.582050027942987214e-02,2.575576180465422027e-01,6.662512744182130797e-01,1.836351341662664227e-01
0.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,3.091036517663560135e-01,8.690953562579483149e-01,3.990360163782524783e-01,7.027093840522646850e-02,2.575576180465422027e-01,6.662512744182130797e-01,1.836351341662664227e-01,5.288384566752031279e-01
2.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,8.690953562579483149e-01,3.990360163782524783e-01,7.027093840522646850e-02,2.002812108375582323e-01,6.662512744182130797e-01,1.836351341662664227e-01,5.288384566752031279e-01,7.134389899001014612e-02
2.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,3.990360163782524783e-01,7.027093840522646850e-02,2.002812108375582323e-01,1.763965404757892319e-01,1.836351341662664227e-01,5.288384566752031279e-01,7.134389899001014612e-02,8.747777720773060040e-01
0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.027093840522646850e-02,2.002812108375582323e-01,1.763965404757892319e-01,5.814055822653908523e-01,5.288384566752031279e-01,7.134389899001014612e-02,8.747777720773060040e-01,1.903387190208866153e-01
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,2.002812108375582323e-01,1.763965404757892319e-01,5.814055822653908523e-01,5.334942560358352237e-01,7.134389899001014612e-02,8.747777720773060040e-01,1.903387190208866153e-01,1.004908457332331917e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,1.763965404757892319e-01,5.814055822653908523e-01,5.334942560358352237e-01,5.418046117379810012e-01,8.747777720773060040e-01,1.903387190208866153e-01,1.004908457332331917e-01,3.328453190615707769e-01
0.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,5.814055822653908523e-01,5.334942560358352237e-01,5.418046117379810012e-01,1.226341159154815674e-01,1.903387190208866153e-01,1.004908457332331917e-01,3.328453190615707769e-01,5.782444860479547533e-01
3.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,5.334942560358352237e-01,5.418046117379810012e-01,1.226341159154815674e-01,8.929326458979203185e-02,1.004908457332331917e-01,3.328453190615707769e-01,5.782444860479547533e-01,4.732501821165776557e-01
3.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,5.418046117379810012e-01,1.226341159154815674e-01,8.929326458979203185e-02,3.486049441355664191e-01,3.328453190615707769e-01,5.782444860479547533e-01,4.732501821165776557e-01,9.386032996579150023e-01
2.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.226341159154815674e-01,8.929326458979203185e-02,3.486049441355664191e-01,3.933093908915258341e-01,5.782444860479547533e-01,4.732501821165776557e-01,9.386032996579150023e-01,5.834882922588228160e-01
3.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,8.929326458979203185e-02,3.486049441355664191e-01,3.933093908915258341e-01,6.691770723643613028e-01,4.732501821165776557e-01,9.386032996579150023e-01,5.834882922588228160e-01,3.833593506322264810e-01
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,3.486049441355664191e-01,3.933093908915258341e-01,6.691770723643613028e-01,7.862488061787641369e-01,9.386032996579150023e-01,5.834882922588228160e-01,3.833593506322264810e-01,6.727375690119508089e-01
0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,3.933093908915258341e-01,6.691770723643613028e-01,7.862488061787641369e-01,7.686232109103688925e-01,5.834882922588228160e-01,3.833593506322264810e-01,6.727375690119508089e-01,9.649540695221497932e-01
1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,6.691770723643613028e-01,7.862488061787641369e-01,7.686232109103688925e-01,4.036672808435388671e-01,3.833593506322264810e-01,6.727375690119508089e-01,9.649540695221497932e-01,7.632908092749394191e-01
3.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,7.862488061787641369e-01,7.686232109103688925e-01,4.036672808435388671e-01,8.689035758446028712e-01,6.727375690119508089e-01,9.649540695221497932e-01,7.632908092749394191e-01,1.147174160864296022e-01
1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,7.686232109103688925e-01,4.036672808435388671e-01,8.689035758446028712e-01,3.718210400714079267e-01,9.649540695221497932e-01,7.632908092749394191e-01,1.147174160864296022e-01,3.501203331995389467e-01
2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.036672808435388671e-01,8.689035758446028712e-01,3.718210400714079267e-01,5.593622731241205681e-01,7.632908092749394191e-01,1.147174160864296022e-01,3.501203331995389467e-01,4.193600678040626528e-01
2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,8.689035758446028712e-01,3.718210400714079267e-01,5.593622731241205681e-01,4.819227896333694305e-01,1.147174160864296022e-01,3.501203331995389467e-01,4.193600678040626528e-01,2.518275509095359022e-01
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.718210400714079267e-01,5.593622731241205681e-01,4.819227896333694305e-01,2.815433180787023648e-01,3.501203331995389467e-01,4.193600678040626528e-01,2.518275509095359022e-01,3.255532058930364903e-01
0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,5.593622731241205681e-01,4.819227896333694305e-01,2.815433180787023648e-01,8.747129194925538087e-01,4.193600678040626528e-01,2.518275509095359022e-01,3.255532058930364903e-01,3.558024284831443618e-01
1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,4.819227896333694305e-01,2.815433180787023648e-01,8.747129194925538087e-01,8.831165708749896259e-01,2.518275509095359022e-01,3.255532058930364903e-01,3.558024284831443618e-01,1.205249586733045941e-01
2.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.815433180787023648e-01,8.747129194925538087e-01,8.831165708749896259e-01,1.906386884036803675e-01,3.255532058930364903e-01,3.558024284831443618e-01,1.205249586733045941e-01,5.953433845990800943e-01
3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,8.747129194925538087e-01,8.831165708749896259e-01,1.906386884036803675e-01,1.908405818569463008e-01,3.558024284831443618e-01,1.205249586733045941e-01,5.953433845990800943e-01,3.444977473710806315e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,8.831165708749896259e-01,1.906386884036803675e-01,1.908405818569463008e-01,8.145253484037023872e-01,1.205249586733045941e-01,5.953433845990800943e-01,3.444977473710806315e-01,8.475113776943600241e-01
0.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.906386884036803675e-01,1.908405818569463008e-01,8.145253484037023872e-01,1.892587288411109459e-01,5.953433845990800943e-01,3.444977473710806315e-01,8.475113776943600241e-01,9.219007455329611966e-01
3.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.908405818569463008e-01,8.145253484037023872e-01,1.892587288411109459e-01,3.023155893379780856e-01,3.444977473710806315e-01,8.475113776943600241e-01,9.219007455329611966e-01,8.523387931102077708e-02
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,8.145253484037023872e-01,1.892587288411109459e-01,3.023155893379780856e-01,6.120974566083944302e-01,8.475113776943600241e-01,9.219007455329611966e-01,8.523387931102077708e-02,9.781794950416178303e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.892587288411109459e-01,3.023155893379780856e-01,6.120974566083944302e-01,5.456540111157235362e-01,9.219007455329611966e-01,8.523387931102077708e-02,9.781794950416178303e-01,2.787391100004436018e-01
0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.023155893379780856e-01,6.120974566083944302e-01,5.456540111157235362e-01,5.880302358138952412e-01,8.523387931102077708e-02,9.781794950416178303e-01,2.787391100004436018e-01,2.904381455205716778e-01
2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,6.120974566083944302e-01,5.456540111157235362e-01,5.880302358138952412e-01,8.662996144511297958e-01,9.781794950416178303e-01,2.787391100004436018e-01,2.904381455205716778e-01,7.014993618712355161e-01
0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,5.456540111157235362e-01,5.880302358138952412e-01,8.662996144511297958e-01,5.104158684513845357e-01,2.787391100004436018e-01,2.904381455205716778e-01,7.014993618712355161e-01,4.848239652404293665e-01
1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,5.880302358138952412e-01,8.662996144511297958e-01,5.104158684513845357e-01,5.142447974572914582e-01,2.904381455205716778e-01,7.014993618712355161e-01,4.848239652404293665e-01,8.495880118153620320e-01
3.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,8.662996144511297958e-01,5.104158684513845357e-01,5.142447974572914582e-01,2.812650331373808266e-01,7.014993618712355161e-01,4.848239652404293665e-01,8.495880118153620320e-01,2.739114722628165355e-01
2.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,5.104158684513845357e-01,5.142447974572914582e-01,2.812650331373808266e-01,9.933536150463541103e-01,4.848239652404293665e-01,8.495880118153620320e-01,2.739114722628165355e-01,8.740053470345361397e-01
0.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,5.142447974572914582e-01,2.812650331373808266e-01,9.933536150463541103e-01,3.645803795042257267e-02,8.495880118153620320e-01,2.739114722628165355e-01,8.740053470345361397e-01,6.725763987890234219e-01
3.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,2.812650331373808266e-01,9.933536150463541103e-01,3.645803795042257267e-02,9.994375642805763960e-02,2.739114722628165355e-01,8.740053470345361397e-01,6.725763987890234219e-01,7.761949804815171383e-02
